City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sao Joao Da Barra,BR,2021-04-04 04:05:04,-21.6403,-41.0511,71.35,89,39,7.83
295,Severo-Kurilsk,RU,2021-04-04 04:05:04,50.6789,156.125,33.48,82,69,24.27
296,Lorengau,PG,2021-04-04 04:05:04,-2.0226,147.2712,82.0,81,80,10.67
297,Carnarvon,AU,2021-04-04 04:05:05,-24.8667,113.6333,84.2,61,0,18.41
298,Saskylakh,RU,2021-04-04 04:05:05,71.9167,114.0833,-8.1,92,16,2.53
299,Havre-Saint-Pierre,CA,2021-04-04 04:05:06,50.2334,-63.5986,26.6,68,90,5.75
300,Baks,HU,2021-04-04 04:05:06,46.543,20.1021,37.99,93,0,4.61
301,Klaksvik,FO,2021-04-04 04:05:06,62.2266,-6.589,44.6,93,90,31.07
302,Tabory,RU,2021-04-04 04:05:06,58.5198,64.5495,35.29,84,94,8.1
303,Shingu,JP,2021-04-04 04:05:07,33.7333,135.9833,66.2,88,75,9.22
304,Emerald,AU,2021-04-04 04:05:07,-23.5333,148.1667,80.6,61,90,13.8
305,Kenai,US,2021-04-04 04:05:07,60.5544,-151.2583,41.0,80,40,3.44
306,Haines Junction,CA,2021-04-04 04:05:08,60.7522,-137.5108,30.2,51,71,9.22
307,Thinadhoo,MV,2021-04-04 04:05:08,0.5333,72.9333,83.41,75,1,14.47
308,Kangaatsiaq,GL,2021-04-04 04:05:08,68.3065,-53.4641,5.99,85,49,22.91
309,Sisimiut,GL,2021-04-04 04:05:09,66.9395,-53.6735,9.41,62,100,16.13
310,Chuy,UY,2021-04-04 04:05:09,-33.6971,-53.4616,64.49,90,1,6.6
311,Merauke,ID,2021-04-04 04:05:09,-8.4667,140.3333,80.55,82,100,9.64
312,Diffa,NE,2021-04-04 04:05:10,13.3154,12.6113,72.75,17,2,9.31
313,Fairbanks,US,2021-04-04 04:05:02,64.8378,-147.7164,30.0,93,90,4.61
314,Andenes,NO,2021-04-04 04:05:10,69.3143,16.1194,30.99,93,100,8.05
315,Kawalu,ID,2021-04-04 04:05:10,-7.3817,108.2082,87.78,58,71,2.19
316,Santa Cruz,BO,2021-04-04 04:00:20,-17.8,-63.1667,71.6,100,90,4.61
317,Vao,NC,2021-04-04 04:05:11,-22.6667,167.4833,76.21,68,55,22.86
318,Nome,US,2021-04-04 04:05:11,64.5011,-165.4064,24.8,80,90,5.75
319,Kruisfontein,ZA,2021-04-04 04:05:11,-34.0033,24.7314,60.73,42,0,6.4
320,Nasirabad,IN,2021-04-04 04:05:12,26.3,74.7333,85.82,5,0,9.35
321,Iberia,US,2021-04-04 04:05:12,29.9502,-91.7507,59.0,82,75,4.27
322,Northam,GB,2021-04-04 04:05:12,51.0333,-4.2167,37.99,91,13,3.44
323,The Valley,AI,2021-04-04 04:05:13,18.217,-63.0578,78.8,78,40,6.91
324,San Quintin,MX,2021-04-04 04:05:13,30.4833,-115.95,59.67,81,16,13.67
325,Zonguldak,TR,2021-04-04 04:05:13,41.25,31.8333,44.13,78,18,4.54
326,San Pedro,PH,2021-04-04 04:05:14,14.35,121.0167,90.0,58,75,5.75
327,Balkhash,KZ,2021-04-04 04:05:14,46.844,74.9804,42.8,61,0,17.9
328,Salalah,OM,2021-04-04 04:04:15,17.0151,54.0924,78.8,61,0,2.3
329,Homer,US,2021-04-04 04:05:14,59.6425,-151.5483,39.2,81,90,11.5
330,Namibe,AO,2021-04-04 04:05:15,-15.1961,12.1522,76.33,85,58,4.23
331,Necochea,AR,2021-04-04 04:05:15,-38.5473,-58.7368,61.0,88,4,5.99
332,Kaeo,NZ,2021-04-04 04:05:15,-35.1,173.7833,75.99,51,12,8.99
333,Taga,RO,2021-04-04 04:05:16,46.95,24.05,32.0,93,0,3.44
334,Dudinka,RU,2021-04-04 04:05:16,69.4058,86.1778,2.03,78,74,7.45
335,Andros Town,BS,2021-04-04 04:05:16,24.7,-77.7667,68.0,64,75,14.97
336,Chalus,IR,2021-04-04 04:05:17,36.655,51.4204,48.2,87,0,4.61
337,Ugoofaaru,MV,2021-04-04 04:05:17,5.6667,73.0,83.97,65,4,7.43
338,Half Moon Bay,US,2021-04-04 04:05:17,37.4636,-122.4286,52.0,76,1,4.61
339,Inuvik,CA,2021-04-04 04:05:17,68.3499,-133.7218,-2.2,71,89,4.61
340,Anchorage,US,2021-04-04 04:03:16,61.2181,-149.9003,37.0,64,90,6.91
341,Kathmandu,NP,2021-04-04 04:00:47,27.7167,85.3167,64.4,32,20,2.3
342,Puerto Del Rosario,ES,2021-04-04 04:05:18,28.5004,-13.8627,64.4,59,90,12.66
343,Rabo De Peixe,PT,2021-04-04 04:05:18,37.8,-25.5833,60.8,88,75,23.02
344,Kodiak,US,2021-04-04 04:05:19,57.79,-152.4072,44.6,65,1,1.86
345,Saint George,US,2021-04-04 04:05:19,37.1041,-113.5841,72.0,16,1,4.61
346,Imeni Karla Libknekhta,RU,2021-04-04 04:05:19,51.6232,35.4775,30.99,86,0,4.47
347,Blyth,GB,2021-04-04 04:05:20,55.1271,-1.5086,41.0,87,65,13.8
348,Ketchikan,US,2021-04-04 04:05:20,55.3422,-131.6461,31.5,92,23,3.8
349,Tokur,RU,2021-04-04 04:05:20,53.1333,132.9,22.24,66,20,7.58
350,Kloulklubed,PW,2021-04-04 04:05:20,7.0419,134.2556,86.0,74,75,10.36
351,Ginir,ET,2021-04-04 04:05:21,7.1333,40.7,61.0,71,24,4.94
352,Bhavani,IN,2021-04-04 04:05:21,11.45,77.6833,86.0,54,20,2.3
353,Codrington,AU,2021-04-04 04:05:21,-38.2667,141.9667,65.97,65,27,13.27
354,Palaikastron,GR,2021-04-04 04:05:22,35.2,26.25,55.99,82,7,13.24
355,Taoudenni,ML,2021-04-04 04:05:22,22.6783,-3.9836,82.44,17,96,5.17
356,Raga,SS,2021-04-04 04:05:22,8.4596,25.678,71.35,24,14,3.53
357,Da Nang,VN,2021-04-04 04:02:24,16.0678,108.2208,86.0,70,20,9.22
358,Vasto,IT,2021-04-04 04:05:23,42.1243,14.7059,45.0,80,87,5.01
359,Muzhi,RU,2021-04-04 04:05:23,65.3667,64.6667,22.1,95,100,6.04
360,Harper,LR,2021-04-04 04:03:02,4.375,-7.7169,78.4,88,53,5.12
361,Sharjah,AE,2021-04-04 04:05:24,25.3573,55.4033,75.2,73,0,6.91
362,Dahanu,IN,2021-04-04 04:05:24,19.9667,72.7333,82.06,62,10,5.03
363,Atar,MR,2021-04-04 04:05:24,20.5169,-13.0499,78.62,19,62,8.68
364,Luderitz,NA,2021-04-04 04:05:25,-26.6481,15.1594,69.1,54,4,13.89
365,San Felipe,VE,2021-04-04 04:04:45,10.3399,-68.7425,70.3,92,100,4.16
366,Milton,US,2021-04-04 04:00:32,34.1322,-84.3007,46.0,69,0,2.33
367,Toyokawa,JP,2021-04-04 04:05:25,34.8167,137.4,64.99,58,95,4.07
368,Villarrica,PY,2021-04-04 04:05:26,-25.75,-56.4333,69.12,73,76,2.82
369,Evensk,RU,2021-04-04 04:05:26,61.95,159.2333,13.51,63,80,17.18
370,Lichinga,MZ,2021-04-04 04:05:26,-13.3128,35.2406,62.6,100,75,10.36
371,Khandyga,RU,2021-04-04 04:05:26,62.6667,135.6,6.42,75,100,2.84
372,Vila Do Maio,CV,2021-04-04 04:05:27,15.1333,-23.2167,75.2,43,0,18.41
373,Eureka,US,2021-04-04 04:05:27,40.8021,-124.1637,51.01,80,100,3.0
374,Saint Anthony,US,2021-04-04 04:05:27,45.0205,-93.218,57.2,43,1,2.73
375,Betioky,MG,2021-04-04 04:05:28,-23.7167,44.3833,69.35,89,0,0.98
376,Sabha,LY,2021-04-04 04:05:28,27.0377,14.4283,64.99,17,0,12.91
377,Mpulungu,ZM,2021-04-04 04:05:28,-8.7623,31.1141,69.48,85,91,7.87
378,Nemuro,JP,2021-04-04 04:03:31,43.3236,145.575,39.2,100,75,5.75
379,Qaqortoq,GL,2021-04-04 04:05:29,60.7167,-46.0333,37.4,87,90,4.61
380,Araouane,ML,2021-04-04 04:05:29,18.9048,-3.5265,78.55,6,2,8.08
381,Comodoro Rivadavia,AR,2021-04-04 04:05:29,-45.8667,-67.5,59.0,72,0,2.3
382,Gillette,US,2021-04-04 04:05:30,44.2911,-105.5022,54.0,37,1,6.91
383,Rio Gallegos,AR,2021-04-04 04:05:30,-51.6226,-69.2181,35.6,75,0,5.75
384,Dhidhdhoo,MV,2021-04-04 04:05:30,6.8833,73.1,83.82,63,10,10.54
385,Huambo,AO,2021-04-04 04:05:31,-12.7761,15.7392,56.91,94,99,2.08
386,Luanda,AO,2021-04-04 04:02:41,-8.8368,13.2343,77.0,94,75,3.44
387,Mulki,IN,2021-04-04 04:05:31,13.1,74.8,84.2,70,20,9.22
388,Xichang,CN,2021-04-04 04:05:32,27.8964,102.2634,70.68,25,69,4.18
389,Aliwal North,ZA,2021-04-04 04:05:32,-30.6937,26.7114,51.96,50,1,2.17
390,Parchim,DE,2021-04-04 04:05:32,53.4263,11.8488,33.01,90,2,5.95
391,Jaguaruna,BR,2021-04-04 04:05:32,-28.615,-49.0256,66.2,90,17,4.97
392,Astana,KZ,2021-04-04 04:03:02,51.1801,71.446,33.8,75,0,17.9
393,La Ronge,CA,2021-04-04 04:03:08,55.1001,-105.2842,32.0,43,48,4.09
394,Kholm,RU,2021-04-04 04:05:33,59.2667,32.85,27.88,98,65,4.54
395,Margate,GB,2021-04-04 04:01:50,51.3813,1.3862,42.01,70,100,1.99
396,Lampazos De Naranjo,MX,2021-04-04 04:05:33,27.0167,-100.5167,66.42,70,79,11.14
397,Predivinsk,RU,2021-04-04 04:05:34,57.0669,93.4378,34.84,98,100,5.14
398,Hornepayne,CA,2021-04-04 04:05:34,49.2138,-84.7705,33.46,96,100,4.12
399,Cairns,AU,2021-04-04 04:04:45,-16.9167,145.7667,82.4,69,75,13.8
400,Weiser,US,2021-04-04 04:05:34,44.251,-116.9693,62.6,27,1,5.75
401,Todos Santos,MX,2021-04-04 04:05:35,23.45,-110.2167,66.99,83,65,3.69
402,Porbandar,IN,2021-04-04 04:05:35,21.6422,69.6093,80.6,83,40,4.61
403,Shache,CN,2021-04-04 04:05:35,38.4167,77.2406,50.68,41,27,5.82
404,Alvaraes,BR,2021-04-04 04:05:35,-3.2208,-64.8042,73.94,98,98,2.59
405,Camana,PE,2021-04-04 04:05:36,-16.6228,-72.7111,70.2,86,100,7.87
406,Bagotville,AU,2021-04-04 04:05:36,-28.9833,153.4167,71.6,83,75,8.05
407,Haveli,PK,2021-04-04 04:02:21,30.4502,73.6989,83.53,6,4,6.13
408,Fort Nelson,CA,2021-04-04 04:05:36,58.8053,-122.7002,37.4,48,40,2.3
409,Isla Vista,US,2021-04-04 04:05:37,34.4133,-119.861,60.01,88,1,3.44
410,Willowmore,ZA,2021-04-04 04:05:37,-33.2926,23.4895,58.08,40,0,2.26
411,Esfahan,IR,2021-04-04 04:05:37,32.6572,51.6776,42.8,33,0,11.5
412,Mount Gambier,AU,2021-04-04 04:05:38,-37.8333,140.7667,71.6,56,4,14.97
413,Tautira,PF,2021-04-04 04:05:38,-17.7333,-149.15,86.0,74,20,4.61
414,Thurso,GB,2021-04-04 04:05:38,58.5927,-3.5259,39.2,81,14,6.91
415,Paranaiba,BR,2021-04-04 04:05:39,-19.6772,-51.1908,69.03,46,40,6.22
416,Maragogi,BR,2021-04-04 04:03:33,-9.0122,-35.2225,77.16,87,30,5.99
417,Dolinsk,RU,2021-04-04 04:05:39,47.35,142.8,42.8,33,53,11.18
418,Talara,PE,2021-04-04 04:05:39,-4.5772,-81.2719,72.1,81,99,6.71
419,Gien,FR,2021-04-04 04:05:40,47.6933,2.6309,37.99,79,0,7.83
420,Mount Isa,AU,2021-04-04 04:05:40,-20.7333,139.5,89.6,27,10,16.11
421,Portree,GB,2021-04-04 04:05:40,57.4129,-6.1942,42.01,82,11,5.99
422,Te Anau,NZ,2021-04-04 04:05:41,-45.4167,167.7167,58.64,88,99,9.22
423,Kieta,PG,2021-04-04 04:01:20,-6.2167,155.6333,83.59,76,95,3.44
424,Aripuana,BR,2021-04-04 04:05:41,-9.1667,-60.6333,72.25,98,100,1.01
425,Bastia,FR,2021-04-04 04:05:41,42.6667,9.3333,55.4,62,0,10.36
426,Jumla,NP,2021-04-04 04:05:42,29.2747,82.1838,59.79,7,0,3.47
427,Esperance,AU,2021-04-04 04:05:42,-33.8667,121.9,75.2,53,47,16.11
428,Pocone,BR,2021-04-04 04:05:42,-16.2567,-56.6228,73.13,89,97,3.31
429,Kashi,CN,2021-04-04 04:05:43,39.4547,75.9797,41.0,75,75,6.71
430,Beyneu,KZ,2021-04-04 04:05:43,45.3167,55.2,46.33,69,53,13.71
431,Pangai,TO,2021-04-04 04:05:43,-19.8,-174.35,77.0,83,75,11.5
432,Bowen,AU,2021-04-04 04:05:43,-20.0167,148.2333,78.8,83,90,4.61
433,Port Macquarie,AU,2021-04-04 04:03:22,-31.4333,152.9167,77.0,61,100,8.05
434,Zarechnyy,RU,2021-04-04 04:05:44,53.2036,45.1923,35.01,47,100,5.61
435,Chernyshevskiy,RU,2021-04-04 04:05:44,63.0128,112.4714,2.93,84,100,5.57
436,Cukai,MY,2021-04-04 04:05:44,4.25,103.4167,80.6,94,40,4.61
437,Darnah,LY,2021-04-04 04:05:45,32.767,22.6367,67.23,35,17,27.36
438,Constitucion,CL,2021-04-04 04:05:45,-35.3333,-72.4167,55.96,71,0,4.92
439,Liberal,US,2021-04-04 04:02:36,37.0431,-100.921,57.2,62,1,11.5
440,Havelock,US,2021-04-04 04:05:46,34.8791,-76.9013,46.99,81,1,5.75
441,Krasnoselkup,RU,2021-04-04 04:05:46,65.7,82.4667,31.01,94,100,10.74
442,Kindersley,CA,2021-04-04 04:05:46,51.4668,-109.1682,42.8,49,20,11.5
443,Nefteyugansk,RU,2021-04-04 04:05:46,61.0998,72.6035,37.4,70,0,11.18
444,Vilyuysk,RU,2021-04-04 04:05:47,63.7553,121.6247,4.08,79,100,3.78
445,San Vicente,AR,2021-04-04 04:05:47,-26.6167,-54.1333,62.11,78,12,2.28
446,Douglas,US,2021-04-04 04:05:47,41.3,-96.167,57.0,54,1,4.74
447,Santa Isabel Do Rio Negro,BR,2021-04-04 04:05:48,-0.4139,-65.0192,73.85,98,99,1.86
448,Sakaiminato,JP,2021-04-04 04:05:48,35.55,133.2333,60.8,100,75,4.61
449,Semey,KZ,2021-04-04 04:05:48,50.4111,80.2275,37.4,65,0,8.95
450,Sioux Lookout,CA,2021-04-04 04:02:51,50.1001,-91.917,41.0,42,75,2.68
451,Nalhati,IN,2021-04-04 04:03:15,24.3,87.8167,97.09,5,28,0.22
452,Carutapera,BR,2021-04-04 04:05:49,-1.195,-46.02,75.58,93,69,5.5
453,Wakkanai,JP,2021-04-04 04:05:49,45.4094,141.6739,42.8,36,0,12.66
454,Wamba,NG,2021-04-04 04:05:49,8.9333,8.6,76.17,17,93,2.33
455,Catamarca,AR,2021-04-04 04:02:09,-28.4696,-65.7852,73.99,75,81,5.99
456,Graaff-Reinet,ZA,2021-04-04 04:05:50,-32.2522,24.5308,60.39,45,0,2.44
457,Kuito,AO,2021-04-04 04:05:50,-12.3833,16.9333,55.89,92,95,3.2
458,Phichit,TH,2021-04-04 04:05:50,16.25,100.4167,88.0,83,20,8.05
459,Macapa,BR,2021-04-04 04:05:02,0.0389,-51.0664,82.4,100,0,3.44
460,Hambantota,LK,2021-04-04 04:05:51,6.1241,81.1185,82.4,74,0,6.91
461,Mercedes,AR,2021-04-04 04:04:22,-34.6515,-59.4307,63.0,91,83,3.0
462,Okhotsk,RU,2021-04-04 04:05:51,59.3833,143.3,29.26,58,100,10.63
463,Taksimo,RU,2021-04-04 04:05:51,56.3444,114.8794,28.4,84,96,1.48
464,Katangli,RU,2021-04-04 04:05:52,51.7102,143.2326,29.55,67,85,23.94
465,Creel,MX,2021-04-04 04:05:52,27.75,-107.6333,47.46,21,0,3.29
466,Ondjiva,AO,2021-04-04 04:05:52,-17.0667,15.7333,63.93,65,5,6.17
467,Svetogorsk,RU,2021-04-04 04:05:53,61.1121,28.8632,30.2,80,20,6.91
468,Kushmurun,KZ,2021-04-04 04:05:53,52.4503,64.6311,36.03,90,100,14.29
469,Katsuura,JP,2021-04-04 04:05:53,35.1333,140.3,71.01,73,75,21.85
470,Dalbandin,PK,2021-04-04 04:05:54,28.8947,64.4101,84.87,14,1,12.97
471,Warrington,GB,2021-04-04 04:03:19,53.3925,-2.5802,41.0,93,43,2.3
472,Santiago,CL,2021-04-04 04:02:54,-33.4569,-70.6483,66.0,59,0,4.61
473,Phan Thiet,VN,2021-04-04 04:05:54,10.9333,108.1,89.67,57,49,15.97
474,Pacifica,US,2021-04-04 04:05:54,37.6138,-122.4869,52.0,76,1,4.61
475,Namatanai,PG,2021-04-04 04:05:55,-3.6667,152.4333,82.11,78,100,9.1
476,Touros,BR,2021-04-04 04:05:55,-5.1989,-35.4608,75.2,94,75,3.44
477,Marsa Matruh,EG,2021-04-04 04:05:55,31.3525,27.2453,59.0,36,0,14.97
478,Marshall,US,2021-04-04 04:05:56,34.3834,-86.3333,50.0,40,1,4.61
479,Skorodnoye,RU,2021-04-04 04:05:56,51.071,37.2276,37.4,70,0,4.47
480,Anupgarh,IN,2021-04-04 04:05:56,29.1911,73.2086,85.33,6,0,10.85
481,Porto Novo,BJ,2021-04-04 04:05:57,6.4965,2.6036,79.32,86,41,5.37
482,Viking,CA,2021-04-04 04:05:57,53.1001,-111.7684,44.6,45,91,11.5
483,Deputatskiy,RU,2021-04-04 04:05:57,69.3,139.9,0.39,91,100,4.43
484,Nisia Floresta,BR,2021-04-04 04:05:58,-6.0911,-35.2086,77.0,94,75,3.44
485,Tambo,PE,2021-04-04 04:05:58,-14.8,-73.9167,36.43,81,100,6.08
486,Olenino,RU,2021-04-04 04:05:58,56.2092,33.4889,29.71,89,95,3.76
487,Memmingen,DE,2021-04-04 04:05:58,47.9837,10.1853,28.99,93,0,2.3
488,Langham,CA,2021-04-04 04:05:59,52.3668,-106.9679,41.0,48,40,8.05
489,Gweta,BW,2021-04-04 04:05:59,-20.1833,25.2333,68.77,52,0,6.71
490,San Jose,US,2021-04-04 04:02:04,37.3394,-121.895,55.4,58,75,12.66
491,Shimoda,JP,2021-04-04 04:05:59,34.6667,138.95,68.0,77,75,11.5
492,Baykit,RU,2021-04-04 04:06:00,61.67,96.37,31.39,83,98,4.47
493,Richards Bay,ZA,2021-04-04 04:06:00,-28.783,32.0377,64.33,78,8,4.76
494,Ngunguru,NZ,2021-04-04 04:06:00,-35.6167,174.5,75.99,51,1,8.99
495,Alice Town,BS,2021-04-04 04:06:01,25.7167,-79.3,69.57,59,100,22.75
496,Pacific Grove,US,2021-04-04 04:05:12,36.6177,-121.9166,53.6,66,1,3.44
497,Colares,PT,2021-04-04 04:06:01,38.7992,-9.4469,55.0,87,6,8.01
498,Sarti,GR,2021-04-04 04:06:02,40.1,23.9833,55.87,85,99,3.42
499,Simi,SL,2021-04-04 04:06:02,9.5667,-12.35,77.67,82,15,4.25
500,Praya,CV,2021-04-04 04:06:02,14.9215,-23.5087,75.2,43,0,18.41
501,Jhelum,PK,2021-04-04 04:06:03,32.9331,73.7264,79.45,15,84,5.3
502,Ust-Koksa,RU,2021-04-04 04:06:03,50.2696,85.6108,33.31,58,1,2.21
503,Artesia,US,2021-04-04 04:01:48,33.8658,-118.0831,62.01,76,1,3.44
504,Belmonte,BR,2021-04-04 04:06:03,-15.8631,-38.8828,75.2,88,20,3.44
505,Bundaberg,AU,2021-04-04 04:06:04,-24.85,152.35,71.6,100,90,16.11
506,Kampot,KH,2021-04-04 04:06:04,10.6167,104.1833,93.2,52,40,10.36
507,Alexander City,US,2021-04-04 04:06:04,32.944,-85.9539,42.8,75,1,0.47
508,Pozhva,RU,2021-04-04 04:06:05,59.0912,56.0847,32.5,96,100,7.99
509,North Bend,US,2021-04-04 04:06:05,43.4065,-124.2243,50.0,87,75,5.75
510,Puerto Baquerizo Moreno,EC,2021-04-04 04:03:28,-0.9,-89.6,76.75,88,50,6.33
511,Akyab,MM,2021-04-04 04:06:05,20.15,92.9,85.51,62,28,4.41
512,Dinkelsbuhl,DE,2021-04-04 04:06:06,49.0694,10.3199,32.0,100,75,4.61
513,Pontal Do Parana,BR,2021-04-04 04:06:06,-25.6533,-48.5128,60.01,85,58,17.0
514,Roebourne,AU,2021-04-04 04:06:06,-20.7833,117.1333,95.86,22,68,11.83
515,Channel-Port Aux Basques,CA,2021-04-04 04:06:07,47.5702,-59.1367,35.67,97,100,21.88
516,Sorong,ID,2021-04-04 04:05:16,-0.8833,131.25,84.67,71,94,5.19
517,Soe,ID,2021-04-04 04:06:07,-9.8607,124.284,67.95,92,100,9.22
518,Neiafu,TO,2021-04-04 04:06:07,-18.65,-173.9833,77.0,94,75,5.75
519,Antofagasta,CL,2021-04-04 04:03:09,-23.65,-70.4,64.4,77,90,5.75
520,Conceicao Do Araguaia,BR,2021-04-04 04:06:08,-8.2578,-49.2647,76.69,82,78,3.18
521,Kidal,ML,2021-04-04 04:06:08,18.4411,1.4078,74.66,9,0,9.89
522,Malmesbury,ZA,2021-04-04 04:06:08,-33.4608,18.7271,64.4,94,75,5.75
523,Saint-Joseph,RE,2021-04-04 04:06:09,-21.3667,55.6167,80.6,61,0,5.75
524,Atkinson,US,2021-04-04 04:04:14,42.8384,-71.147,33.01,55,1,3.44
525,Husavik,IS,2021-04-04 04:06:09,66.0449,-17.3389,21.2,79,90,21.85
526,Lompoc,US,2021-04-04 04:06:09,34.6391,-120.4579,50.0,81,10,9.48
527,Altus,US,2021-04-04 04:06:10,34.6381,-99.334,62.6,63,1,12.66
528,Nueva Loja,EC,2021-04-04 04:06:10,0.0847,-76.8828,71.11,96,100,1.9
529,Vieques,PR,2021-04-04 04:06:10,18.425,-65.8329,77.0,78,20,6.44
530,Monzon,ES,2021-04-04 04:06:11,41.9108,0.1941,44.01,87,0,2.3
531,Boca Do Acre,BR,2021-04-04 04:06:11,-8.7522,-67.3978,72.59,99,100,1.95
532,Garowe,SO,2021-04-04 04:06:11,8.4054,48.4845,74.66,74,49,7.31
533,Marsh Harbour,BS,2021-04-04 04:05:25,26.5412,-77.0636,67.48,55,35,21.59
534,Ararat,AM,2021-04-04 04:06:12,39.8317,44.7049,37.4,75,20,1.14
535,Miranda De Ebro,ES,2021-04-04 04:06:12,42.6865,-2.947,43.0,87,75,4.61
536,Grindavik,IS,2021-04-04 04:06:12,63.8424,-22.4338,28.4,69,75,27.63
537,Tungor,RU,2021-04-04 04:06:13,53.3808,142.9564,24.28,85,100,31.56
538,Kapuskasing,CA,2021-04-04 04:06:13,49.4169,-82.4331,37.4,80,100,4.61
539,Keti Bandar,PK,2021-04-04 04:06:13,24.1447,67.4497,85.42,52,0,8.52
540,Seaford,GB,2021-04-04 04:06:14,50.7714,0.1027,42.01,72,28,1.99
541,Jacksonville,US,2021-04-04 04:04:35,30.3322,-81.6556,55.99,71,20,5.75
542,Tzintzuntzan,MX,2021-04-04 04:06:14,19.6167,-101.5833,68.0,30,20,4.61
543,Mackay,AU,2021-04-04 04:06:14,-21.15,149.2,80.6,74,90,13.8
544,Moses Lake,US,2021-04-04 04:06:15,47.1301,-119.2781,57.2,41,1,5.75
545,Salta,AR,2021-04-04 04:01:19,-24.7859,-65.4117,62.6,94,75,4.61
546,Kasempa,ZM,2021-04-04 04:06:15,-13.4584,25.8338,59.31,82,100,5.3
547,Carpinteria,US,2021-04-04 04:02:31,34.3989,-119.5185,60.01,61,5,3.13
548,Gao,ML,2021-04-04 04:02:11,16.6362,1.637,73.02,9,0,11.07
549,Rockhampton,AU,2021-04-04 04:06:16,-23.3833,150.5,77.0,83,90,16.11
550,Hobyo,SO,2021-04-04 04:06:16,5.3505,48.5268,83.21,68,91,7.09
551,Ambilobe,MG,2021-04-04 04:06:16,-13.2,49.05,74.35,89,8,2.75
552,Yabrud,SY,2021-04-04 04:06:17,33.9674,36.6574,36.0,93,3,0.76
553,Puerto Madero,MX,2021-04-04 04:06:17,14.7208,-92.4215,80.6,83,40,0.51
554,Tripoli,LY,2021-04-04 04:06:00,32.8752,13.1875,75.63,26,100,19.86
555,Yunhe,CN,2021-04-04 04:06:17,34.0833,119.7167,56.34,31,0,18.01
556,Mehriz,IR,2021-04-04 04:06:18,31.5917,54.4318,51.8,32,4,9.22
557,Zheleznodorozhnyy,RU,2021-04-04 04:06:18,55.7503,38.0042,36.0,93,35,2.24
558,Bellevue,US,2021-04-04 04:05:32,47.6104,-122.2007,55.4,76,90,4.61
559,Vila Franca Do Campo,PT,2021-04-04 04:06:18,37.7167,-25.4333,60.8,88,75,23.02
560,Paraiso,CR,2021-04-04 04:06:19,9.8383,-83.8656,68.0,68,0,16.11
561,Fukue,JP,2021-04-04 04:06:19,32.6881,128.8419,60.8,88,75,8.05
562,Kedrovka,RU,2021-04-04 04:06:20,55.5333,86.05,32.0,69,0,4.47
563,Chaupimarca,PE,2021-04-04 04:06:20,-10.4333,-76.5333,37.33,95,100,2.19
564,Scicli,IT,2021-04-04 04:06:20,36.7902,14.7014,46.4,93,93,3.44
565,Sembe,CG,2021-04-04 04:06:20,1.6481,14.5806,69.87,97,90,1.34
566,Chester,US,2021-04-04 04:06:21,40.1254,-75.8749,42.8,42,75,2.17
567,Santa Maria,BR,2021-04-04 04:06:21,-29.6842,-53.8069,66.2,100,0,6.91
568,Cayenne,GF,2021-04-04 04:06:21,4.9333,-52.3333,80.01,94,75,11.52
569,Port Hedland,AU,2021-04-04 04:06:22,-20.3167,118.5667,98.6,23,90,16.11
570,Hofn,IS,2021-04-04 04:06:22,64.2539,-15.2082,26.22,62,4,25.21
571,Chake Chake,TZ,2021-04-04 04:06:22,-5.2459,39.7666,78.12,86,8,6.89
572,Great Yarmouth,GB,2021-04-04 04:06:23,52.6083,1.7305,41.0,75,90,3.44
573,Eyl,SO,2021-04-04 04:06:23,7.9803,49.8164,80.11,73,52,3.71
574,Grafton,US,2021-04-04 04:06:23,42.207,-71.6856,35.6,35,1,8.05
575,Kushima,JP,2021-04-04 04:06:24,31.4583,131.2333,69.8,94,75,8.05
576,Dasoguz,TM,2021-04-04 04:06:24,41.8363,59.9666,48.2,81,99,20.71
577,Sangar,RU,2021-04-04 04:06:24,63.9242,127.4739,-0.2,86,98,3.65
578,Gotsu,JP,2021-04-04 04:06:25,35.0,132.2167,59.0,100,75,6.91
579,Kaka,TM,2021-04-04 04:06:25,37.3482,59.6143,53.55,74,98,12.08
580,Yatou,CN,2021-04-04 04:06:25,37.15,122.3833,50.25,33,0,24.61
581,Chernaya Kholunitsa,RU,2021-04-04 04:06:26,58.8511,51.7154,31.24,93,100,5.55
582,Meadow Lake,US,2021-04-04 04:06:26,34.8014,-106.5436,66.2,26,20,11.5
583,Severodvinsk,RU,2021-04-04 04:06:26,64.5635,39.8302,28.4,80,75,2.24
584,Hearst,CA,2021-04-04 04:06:26,49.6835,-83.6665,33.8,69,100,2.3
585,Miri,MY,2021-04-04 04:06:27,4.4148,114.0089,87.8,66,40,4.61
586,Qarayeri,AZ,2021-04-04 04:06:16,40.7886,46.3066,53.6,50,20,9.22
